#{"t_start": 1765813572.896422, "env_id": "None"}
r,l,t
41.825843,1001,5374.212484
46.327239,1001,5411.362525
53.174367,1001,5448.032022
0.0,73,5450.966205
0.420789,133,5455.882522
52.295569,1001,5493.022914
55.03301,1001,5529.511678
55.191872,1001,5566.016774
59.732022,1001,5602.200599
52.571315,1001,5638.434227
59.723649,1001,5675.13966
47.113882,1001,5711.481843
0.819028,198,5718.481949
60.323955,1001,5754.682099
68.817286,1001,5791.111778
54.66184,1001,5827.85812
49.048213,1001,5864.212136
63.620902,1001,5900.961037
59.222221,1001,5937.302341
58.232451,1001,5973.709877
68.193731,1001,6009.922713
63.719855,1001,6046.075233
62.92011,1001,6082.38545
52.989408,1001,6118.565247
60.600791,1001,6154.914128
65.479933,1001,6191.165918
63.59722,1001,6227.548605
58.855406,1001,6264.004766
62.587486,1001,6300.714582
41.172471,1001,6337.660607
46.242586,1001,6374.41392
52.879228,1001,6411.292216
61.150011,1001,6448.399957
70.669855,1001,6485.500253
59.889658,1001,6522.265626
70.652065,1001,6558.730995
69.095323,1001,6595.544543
76.308512,1001,6632.220289
67.974553,1001,6668.939938
69.248112,1001,6705.469612
70.999446,1001,6742.41564
75.774882,1001,6778.934267
67.35439,1001,6815.238162
61.82335,1001,6851.701069
64.418365,1001,6888.85333
66.589992,1001,6925.173274
65.416064,1001,6961.623153
65.833329,1001,6997.608368
73.306689,1001,7034.059331
72.656996,1001,7070.219207
65.393207,1001,7105.46094
69.184837,1001,7142.203899
66.767787,1001,7178.546485
67.804021,1001,7215.053365
74.121132,1001,7251.303809
66.60772,1001,7287.971913
74.683895,1001,7324.425811
69.188901,1001,7360.510088
69.533343,1001,7397.079164
60.103948,1001,7433.491541
66.941983,1001,7469.978995
76.020423,1001,7506.426729
74.522865,1001,7542.669464
74.101188,1001,7578.967097
69.197513,1001,7615.513038
79.03141,1001,7652.252823
65.082328,1001,7688.755506
78.858593,1001,7725.249913
69.070501,1001,7761.563202
77.059165,1001,7798.665785
72.124322,1001,7836.011132
77.502771,1001,7872.805506
76.722558,1001,7909.575129
75.86973,1001,7946.420101
79.257331,1001,7983.838758
75.861697,1001,8020.611072
77.275274,1001,8057.191852
75.204634,1001,8093.623577
74.332178,1001,8130.567292
76.802611,1001,8167.15562
78.065862,1001,8203.832206
69.486599,1001,8240.32608
71.350609,1001,8276.708305
76.130782,1001,8313.124564
70.384152,1001,8349.526733
78.219971,1001,8385.704465
76.747861,1001,8422.449053
81.107102,1001,8458.67034
80.262731,1001,8494.856663
0.147204,152,8500.315817
72.834853,1001,8536.527298
81.303655,1001,8572.895711
72.320904,1001,8609.139853
76.29922,1001,8645.138757
80.328584,1001,8681.575535
56.608823,1001,8718.106274
78.276023,1001,8754.21679
70.710693,1001,8790.419484
82.177351,1001,8827.286119
71.978418,1001,8864.386553
79.061785,1001,8901.087709
80.862961,1001,8937.64587
80.145596,1001,8972.736962
78.64855,1001,9009.275994
78.218979,1001,9045.774318
78.469858,1001,9081.959962
82.336745,1001,9118.124544
81.505284,1001,9154.612705
80.905939,1001,9191.230667
81.259477,1001,9228.002375
77.402631,1001,9265.121521
78.604775,1001,9302.209905
77.6495,1001,9339.269212
83.591914,1001,9376.430724
79.701288,1001,9413.144217
83.662644,1001,9449.736577
76.602005,1001,9486.414363
72.225225,1001,9522.775506
65.232779,1001,9559.192713
79.613776,1001,9595.561156
81.595702,1001,9631.785641
81.543049,1001,9668.138332
81.726804,1001,9704.9338
69.961922,1001,9741.706019
82.631172,1001,9778.330295
