#{"t_start": 1765739023.2851405, "env_id": "None"}
r,l,t
25.813678,1001,39.060504
11.198016,1001,76.150743
8.166485,353,91.671302
0.214245,50,93.784638
14.183258,578,114.636504
21.442079,652,139.935037
13.318297,809,171.292108
0.640202,70,174.478259
20.346357,896,207.899749
24.013687,471,224.430805
10.501535,653,250.257755
19.591898,245,259.280735
19.888299,384,272.937434
7.261514,575,296.527647
0.115328,146,302.396779
15.924673,673,327.906103
23.343863,486,347.065813
22.630299,760,375.932542
21.326454,518,397.05377
21.335712,379,411.578637
23.03431,475,428.739483
24.709215,567,451.321095
0.427092,83,454.551229
2.181092,581,477.663854
21.120736,519,496.665345
0.235295,54,498.944694
7.654073,518,519.513225
14.704988,595,541.943956
29.324149,615,566.919401
21.926611,426,583.009331
23.73562,396,599.244712
4.358494,457,617.003026
15.558482,624,641.477846
20.119783,480,659.4761
21.922485,491,678.776845
22.376106,385,694.423238
27.088124,456,710.616347
15.917493,400,727.306715
15.337623,431,743.563253
28.852266,410,760.221441
17.296018,408,776.705248
22.749628,731,805.148445
26.313501,652,829.026902
19.793392,503,849.715561
24.293482,498,868.211494
23.251622,419,885.378767
28.228768,537,905.381212
29.94907,346,919.399918
18.275165,501,937.966609
14.75164,711,965.467071
48.66795,1001,1003.861843
41.184586,697,1031.341128
26.533523,788,1060.785072
28.299959,435,1078.562374
22.438966,405,1094.175325
33.043199,439,1111.521524
26.827107,312,1123.363026
65.207838,1001,1161.649244
29.973017,474,1178.943337
36.422054,541,1199.930715
97.247783,1001,1237.345231
31.605414,644,1261.014376
145.116627,1001,1298.764354
42.354925,755,1328.080423
28.758571,447,1346.628809
23.815691,349,1358.828217
113.979258,1001,1397.210793
144.83455,1001,1434.594638
124.595113,1001,1471.986933
84.437945,1001,1509.134523
118.262161,1001,1546.254192
115.181925,1001,1583.672696
143.782797,1001,1620.462534
53.262759,676,1644.407426
129.38084,1001,1681.702591
69.724136,680,1707.75209
156.188972,1001,1745.079996
26.55856,628,1768.567001
158.046297,1001,1805.962173
139.682825,1001,1843.264337
36.825347,515,1861.832299
66.68138,683,1888.101971
37.785748,441,1903.781274
137.23041,1001,1941.191498
74.15927,749,1969.615001
148.440822,1001,2006.45297
157.049278,1001,2043.061601
138.161249,1001,2080.671035
125.083054,1001,2117.321723
163.107138,1001,2154.195485
22.785351,202,2161.352226
24.526639,297,2172.722754
168.812582,1001,2209.534418
160.77447,1001,2246.397045
48.923886,488,2265.204442
165.876208,1001,2302.080353
157.898134,1001,2338.893592
172.156937,1001,2375.683162
21.550031,235,2384.393151
148.294154,1001,2421.27806
171.33236,1001,2458.104485
25.479764,258,2467.209975
180.976245,1001,2504.024052
170.177689,1001,2540.963354
167.341218,1001,2578.199944
156.343842,1001,2615.391442
174.67629,1001,2652.487262
182.602063,1001,2690.182686
186.857902,1001,2727.86082
186.294696,1001,2765.096253
32.542422,275,2775.335283
180.389355,1001,2812.230566
175.77911,1001,2849.3986
146.977669,846,2881.352746
172.816378,1001,2918.379476
189.347767,1001,2955.368708
176.528567,1001,2992.315062
168.907351,1001,3029.364687
189.29572,1001,3066.276768
177.571676,1001,3103.493258
187.663997,1001,3140.59428
180.151309,1001,3177.382718
186.088154,1001,3214.043551
191.850641,1001,3250.674338
183.272085,1001,3287.462713
183.656337,1001,3324.111703
178.805217,1001,3360.766776
193.85732,1001,3397.59994
185.332447,1001,3434.81834
190.22552,1001,3471.499886
191.776035,1001,3508.482388
193.52277,1001,3545.209912
195.603749,1001,3581.927181
200.035191,1001,3618.705498
174.253921,1001,3655.448607
172.422687,1001,3690.829143
199.413143,1001,3727.599296
187.269844,1001,3764.505993
