#{"t_start": 1765739023.7834308, "env_id": "None"}
r,l,t
0.256829,69,6.479941
11.036652,737,31.200138
22.680218,1001,68.7857
9.568722,257,80.155826
6.958121,503,99.548003
13.444037,1001,136.794621
0.43677,70,139.991439
17.534837,714,166.421084
0.210635,58,169.226678
18.693382,740,197.8713
3.096783,857,229.466862
24.199717,485,247.437965
0.116716,58,250.789523
21.223882,687,277.39611
20.442694,380,291.487473
10.422362,568,312.939811
20.302209,711,340.271433
0.157273,46,342.272081
3.604081,152,348.761817
22.677558,597,371.223717
29.852643,534,391.370478
24.082987,374,406.762042
19.959276,362,420.191496
25.995358,623,445.024757
7.084618,615,468.211052
17.787939,420,485.339383
22.166568,1001,524.070741
3.084641,121,528.566395
25.43901,403,543.68673
24.85396,521,564.552426
0.264365,59,567.45834
27.841644,591,589.615695
2.162002,656,615.547766
20.579431,548,637.402281
22.41485,522,656.904707
22.506424,415,673.610155
13.33392,508,693.406699
26.796438,676,720.2901
6.477386,981,757.845839
25.561,409,773.925422
18.113862,405,789.403566
25.806423,624,814.245696
13.642756,417,829.734935
15.518468,337,843.437063
28.041283,915,879.370169
22.278391,302,891.115296
38.39957,551,912.537604
18.850305,303,924.07577
14.45287,408,939.067184
19.2008,698,966.159402
15.891793,596,987.452421
18.842078,486,1007.29149
33.36749,424,1023.087178
40.526527,850,1056.143449
23.558698,712,1084.242777
86.530723,1001,1123.788068
11.118976,904,1157.39722
27.010578,357,1170.727313
87.440545,1001,1208.535216
34.088372,555,1230.095577
66.152759,765,1257.797384
21.959214,355,1272.330515
21.224317,496,1290.452338
22.685793,224,1299.010803
57.227643,782,1329.227133
24.488688,330,1342.846373
75.587607,1001,1379.34793
128.001387,1001,1416.800616
47.255244,1001,1454.187102
121.521058,1001,1490.981501
62.110075,689,1517.781964
156.43021,1001,1554.838295
121.050259,1001,1592.257868
128.04582,976,1628.265452
107.349093,1001,1665.499704
146.393922,1001,1702.299999
127.138553,1001,1739.531078
58.51361,603,1762.688767
60.990199,631,1786.265493
156.000901,1001,1822.994912
24.217255,223,1830.941365
155.694424,1001,1869.162776
135.031438,1001,1906.542637
50.329886,658,1930.54373
170.430551,1001,1967.933844
132.594834,1001,2004.78455
167.363193,1001,2041.384729
158.607565,1001,2079.007232
156.658272,1001,2115.639041
21.937806,232,2124.374718
156.084344,1001,2161.611565
155.559337,1001,2198.486922
161.456491,1001,2235.384508
139.874423,1001,2272.639162
169.293309,1001,2309.560325
151.312163,1001,2346.351566
158.078273,1001,2383.083574
166.169125,1001,2419.956701
169.718724,1001,2456.788886
171.03571,1001,2494.089932
176.222152,1001,2530.937061
168.401484,1001,2568.156507
153.693288,1001,2605.372514
158.23218,1001,2642.543983
149.606291,1001,2680.225605
163.939648,1001,2717.860158
186.256764,1001,2754.990214
189.885792,1001,2792.700083
181.779503,1001,2829.529764
161.175904,1001,2866.795713
182.606442,1001,2903.92116
168.061411,1001,2940.939008
171.765004,1001,2977.764327
183.68846,1001,3014.881678
166.892936,1001,3050.247116
185.481077,1001,3087.45426
185.360427,1001,3124.553583
193.965336,1001,3161.460726
34.664157,409,3178.026934
188.885285,1001,3214.681853
177.417879,1001,3251.309217
190.953475,1001,3288.129506
171.117498,1001,3324.744587
199.625463,1001,3361.406574
186.559454,1001,3398.23905
176.923681,1001,3435.475048
195.091352,1001,3472.133579
198.033013,1001,3509.12307
187.465849,1001,3545.854643
191.947049,1001,3582.581237
205.208815,1001,3619.360693
195.180158,1001,3656.099389
184.455601,1001,3692.966256
199.82969,1001,3728.227484
185.373875,1001,3765.148472
203.991993,1001,3802.481076
189.891743,1001,3839.29035
189.465872,1001,3876.06566
201.348538,1001,3912.869831
195.88796,1001,3949.52742
203.244812,1001,3986.196916
185.31429,1001,4022.948105
197.275363,1001,4059.662079
203.301769,1001,4096.458602
204.321711,1001,4133.296732
188.574084,1001,4170.486143
189.23642,1001,4207.693131
188.956111,1001,4245.018557
202.178893,1001,4282.101139
194.172672,1001,4319.031512
202.756009,1001,4355.920335
181.220234,1001,4392.745037
186.208006,1001,4429.423659
187.151465,1001,4466.216618
196.741179,1001,4503.04865
191.7911,1001,4539.865086
197.141957,1001,4576.574521
191.598866,1001,4613.215316
186.36253,1001,4650.157203
203.619621,1001,4687.333115
200.3774,1001,4724.347075
192.447225,1001,4761.111253
204.549821,1001,4798.107463
211.319061,1001,4835.284693
210.768802,1001,4872.507004
205.134234,1001,4909.668645
208.295405,1001,4946.664442
207.175494,1001,4983.269961
206.958954,1001,5019.977055
199.749248,1001,5057.045525
214.111598,1001,5094.386915
207.548694,1001,5131.188011
198.346107,1001,5167.924188
205.072366,1001,5204.703202
206.029491,1001,5241.406132
206.437147,1001,5278.128885
206.004009,1001,5315.098197
200.174499,1001,5350.318613
203.231077,1001,5387.141451
197.636126,1001,5424.188931
211.833867,1001,5461.214654
198.377418,1001,5497.853112
214.417072,1001,5534.592193
204.475892,1001,5571.374218
211.560293,1001,5608.078329
204.002611,1001,5644.783469
210.19201,1001,5681.693103
204.741151,1001,5718.596036
210.888591,1001,5755.453614
209.512455,1001,5792.146102
206.824305,1001,5828.96976
200.296264,1001,5865.678549
211.048001,1001,5902.61055
197.462682,1001,5939.460156
205.220582,1001,5976.28852
214.735965,1001,6013.139947
213.291347,1001,6049.967447
212.290964,1001,6086.785245
215.370066,1001,6123.461921
195.817784,1001,6160.338466
211.548596,1001,6197.401045
218.853188,1001,6234.278261
204.765533,1001,6271.052324
219.859024,1001,6307.996253
202.172548,1001,6345.357914
208.069867,1001,6382.39578
218.742446,1001,6419.167297
206.114706,1001,6455.918705
206.906909,1001,6492.785251
222.664203,1001,6529.674661
207.708708,1001,6566.578439
213.328818,1001,6603.383243
216.583531,1001,6640.027293
215.165729,1001,6676.67551
209.72889,1001,6713.431086
216.94715,1001,6750.187445
214.689323,1001,6786.839309
224.326775,1001,6823.640465
218.496282,1001,6860.466717
218.968848,1001,6897.299322
216.79054,1001,6934.17055
216.172142,1001,6970.926034
212.672469,1001,7006.183577
224.584826,1001,7043.151991
226.256241,1001,7080.402516
217.052244,1001,7117.700298
209.806323,1001,7155.055712
222.744536,1001,7191.820909
210.761644,1001,7228.536899
214.527439,1001,7265.327853
221.942147,1001,7301.955143
216.067431,1001,7338.794779
222.06506,1001,7375.619598
219.172613,1001,7412.346548
224.64155,1001,7448.943159
217.92828,1001,7485.658334
209.034413,1001,7522.380073
224.792791,1001,7559.094308
219.323874,1001,7596.008908
205.609243,1001,7633.100654
218.522479,1001,7670.215956
222.191592,1001,7707.132823
222.233559,1001,7744.291762
225.719569,1001,7781.570275
227.594679,1001,7818.954754
221.32811,1001,7856.114206
228.515883,1001,7893.280044
224.826786,1001,7930.130691
228.112611,1001,7967.292259
224.100188,1001,8004.452048
220.174603,1001,8041.114272
216.991529,1001,8077.804549
225.51946,1001,8114.651011
229.165761,1001,8151.527165
221.948838,1001,8188.41719
225.384381,1001,8225.05662
217.059495,1001,8261.806274
224.876748,1001,8298.593763
212.292547,1001,8335.377312
221.994569,1001,8372.213609
205.367032,1001,8408.974068
221.384224,1001,8445.693193
222.472444,1001,8482.463308
217.724631,1001,8519.136195
225.568512,1001,8556.043391
216.970619,1001,8592.842374
225.990498,1001,8628.094495
221.9776,1001,8665.391479
226.897693,1001,8702.250382
230.468977,1001,8739.131325
227.05359,1001,8775.85161
222.643839,1001,8812.689306
224.7237,1001,8849.441906
219.525111,1001,8886.210531
221.261542,1001,8923.117392
223.033076,1001,8960.074398
220.232904,1001,8997.076165
222.325408,1001,9033.855572
225.505542,1001,9070.633568
223.621098,1001,9107.477966
225.437284,1001,9144.205885
224.969651,1001,9180.947875
226.125266,1001,9217.731836
227.176314,1001,9254.412778
224.683325,1001,9291.230298
