#{"t_start": 1765739024.7830675, "env_id": "None"}
r,l,t
205.053687,1001,5169.857688
186.861193,1001,5206.600476
218.758014,1001,5243.318731
211.508366,1001,5280.056189
211.766232,1001,5316.978411
213.756312,1001,5353.733689
198.596367,1001,5390.597344
153.198134,1001,5427.613125
219.134584,1001,5463.105679
204.519447,1001,5499.751713
205.846766,1001,5536.494474
209.43589,1001,5573.277117
219.804319,1001,5609.960315
211.232595,1001,5646.679635
209.962455,1001,5683.603407
211.335953,1001,5720.490719
210.488516,1001,5757.357661
208.598617,1001,5794.033625
211.134179,1001,5830.850133
210.936306,1001,5867.565394
206.771364,1001,5904.538598
209.784414,1001,5941.367181
211.116028,1001,5978.21606
198.261007,1001,6015.053081
215.599982,1001,6051.886275
211.154776,1001,6088.70821
206.96273,1001,6125.366759
219.310893,1001,6162.249304
201.809987,1001,6199.360208
217.517953,1001,6236.238261
205.429678,1001,6272.968184
218.102232,1001,6310.013276
218.772145,1001,6347.39531
214.037929,1001,6384.311115
220.112883,1001,6421.071057
213.885852,1001,6457.830188
202.318577,1001,6494.755975
220.258753,1001,6531.590106
217.714013,1001,6568.501006
218.886742,1001,6605.288218
213.708439,1001,6641.918794
210.508237,1001,6678.578345
211.842424,1001,6715.344794
221.055313,1001,6752.110065
222.275888,1001,6788.780235
213.389629,1001,6825.567764
209.858415,1001,6862.388161
213.883604,1001,6899.218368
216.000143,1001,6936.099038
216.209503,1001,6972.851171
216.228427,1001,7009.613288
220.145727,1001,7046.582715
216.742276,1001,7083.847511
221.478836,1001,7119.638948
215.686117,1001,7156.959953
222.354364,1001,7193.711937
222.184571,1001,7230.438914
220.424573,1001,7267.219779
217.555797,1001,7303.884727
214.301914,1001,7340.745112
222.30544,1001,7377.538177
222.363962,1001,7414.228658
214.641398,1001,7450.848705
213.882179,1001,7487.572615
223.764352,1001,7524.304366
215.303448,1001,7561.012421
225.561599,1001,7598.036073
224.645055,1001,7635.136662
223.769061,1001,7672.265244
218.844062,1001,7709.137391
222.651212,1001,7746.264392
219.763397,1001,7783.525026
213.793587,1001,7820.89814
217.290235,1001,7858.047666
214.07065,1001,7895.199198
217.933389,1001,7932.049052
224.714774,1001,7969.2399
223.91347,1001,8006.339273
222.672627,1001,8043.026675
225.33304,1001,8079.737868
213.854647,1001,8116.58501
226.696934,1001,8153.466704
225.590038,1001,8190.319688
228.214565,1001,8226.958173
219.689021,1001,8263.715367
228.338452,1001,8300.508297
220.296382,1001,8337.291727
224.649538,1001,8374.126542
219.99823,1001,8410.913905
214.716049,1001,8447.624096
217.642731,1001,8484.390029
215.908381,1001,8521.077178
224.492445,1001,8557.991419
219.059627,1001,8594.801836
220.299723,1001,8631.677413
225.122139,1001,8668.877266
221.414348,1001,8705.720592
221.098443,1001,8741.062576
221.474059,1001,8777.820815
228.895859,1001,8814.616353
226.726584,1001,8851.395895
228.346714,1001,8888.149729
227.819373,1001,8925.033451
220.815883,1001,8961.986015
225.125057,1001,8998.995506
212.147962,1001,9035.756741
225.017276,1001,9072.566204
226.509156,1001,9109.395416
224.317242,1001,9146.105603
224.453002,1001,9182.92593
217.704562,1001,9219.653458
226.571439,1001,9256.360502
228.40901,1001,9293.15664
