#{"t_start": 1765728011.7401297, "env_id": "None"}
r,l,t
0.0,58,10.352536
0.0,60,13.584875
0.0,1001,50.089588
0.064256,1001,87.687298
0.287304,184,94.111446
0.373605,449,110.55328
4.411787,1001,147.256023
2.726413,273,157.523057
0.05461,1001,193.891999
3.843164,542,214.848843
0.061915,1001,251.242853
0.0,53,253.398227
0.0,201,261.732887
2.062685,1001,298.558808
6.631914,722,324.501403
4.724025,1001,361.749011
3.218548,1001,397.629895
0.477278,1001,433.587084
0.113943,152,439.437674
3.335304,1001,475.284647
0.003432,98,479.829601
1.008084,1001,515.773902
0.0,65,518.334058
0.320049,1001,554.796394
0.327715,1001,591.276291
10.045216,1001,628.003967
7.371759,1001,664.366176
1.207648,1001,700.362813
21.725344,1001,736.348513
8.711478,1001,772.736358
0.899663,1001,809.539707
21.171079,1001,845.482224
0.0,73,848.311917
35.069684,1001,884.277038
25.165381,1001,920.158053
17.811654,1001,956.541738
17.064648,1001,992.630601
25.023286,1001,1028.682503
33.07387,1001,1064.538447
37.530477,1001,1100.586027
27.361458,1001,1136.881286
25.218638,1001,1172.914952
23.49758,1001,1209.499933
35.432899,1001,1245.799971
50.958401,1001,1281.720961
55.214196,1001,1317.944522
56.925026,1001,1353.817216
56.505043,1001,1389.710439
38.374663,1001,1425.539628
51.616309,1001,1461.339826
53.738346,1001,1497.100516
66.581024,1001,1531.396866
56.011099,1001,1567.498751
56.996166,1001,1603.492101
63.297766,1001,1639.294251
60.507495,1001,1675.228105
59.810187,1001,1710.996916
68.258432,1001,1746.892526
71.123563,1001,1783.086976
69.288006,1001,1819.45963
66.437001,1001,1855.677267
68.119308,1001,1891.92523
65.855108,1001,1928.187944
66.979324,1001,1964.416118
76.578171,1001,2000.674599
74.377733,1001,2036.842904
72.542394,1001,2072.98069
76.977834,1001,2109.122973
70.987531,1001,2145.302523
77.415724,1001,2181.4579
75.512054,1001,2217.709182
77.830543,1001,2253.737412
81.180323,1001,2289.569297
77.424371,1001,2325.60494
79.893711,1001,2361.390006
78.541645,1001,2397.252403
81.027414,1001,2433.138212
80.172733,1001,2469.036847
82.314489,1001,2504.950728
78.960433,1001,2540.901058
82.470608,1001,2576.65603
80.206339,1001,2612.348026
81.007554,1001,2648.183681
78.950547,1001,2683.909554
77.231922,1001,2719.652802
82.504197,1001,2755.450261
80.217614,1001,2791.610496
80.972917,1001,2827.275425
74.712294,1001,2863.10557
80.976454,1001,2898.837438
81.202223,1001,2934.638008
82.162134,1001,2970.428492
81.85548,1001,3006.220281
82.777851,1001,3041.904785
81.900309,1001,3077.795831
82.146025,1001,3112.029358
0.019093,400,3127.288833
76.914746,1001,3163.024879
82.421977,1001,3198.805623
80.435651,1001,3234.633057
81.489288,1001,3270.466341
84.506126,1001,3306.273042
81.087099,1001,3341.963
83.689949,1001,3377.706118
84.464578,1001,3413.496107
85.83642,1001,3449.340395
84.818688,1001,3485.253176
86.053149,1001,3521.179207
84.784218,1001,3557.11955
84.19041,1001,3593.025939
81.26648,1001,3628.839912
84.219775,1001,3665.222466
86.134026,1001,3700.989901
83.492116,1001,3737.080123
86.32307,1001,3771.331801
85.2437,1001,3806.995696
84.285156,1001,3842.765768
81.951559,1001,3878.437426
85.490052,1001,3914.108788
85.572298,1001,3949.810575
85.015248,1001,3985.645384
86.834571,1001,4021.471446
85.420887,1001,4057.238936
