#{"t_start": 1765675346.348061, "env_id": "None"}
r,l,t
15.500528,204,2310.708057
15.824249,333,2323.651396
15.962876,197,2332.62202
15.832807,384,2349.238537
17.514134,160,2354.999405
19.726893,281,2366.708616
21.531437,421,2384.972295
17.399535,308,2397.548445
18.678643,239,2406.955653
15.22698,179,2414.270932
16.704694,306,2427.799497
19.678744,323,2440.361886
20.429688,279,2451.951682
19.537537,265,2464.631014
19.774238,315,2476.974514
23.673316,352,2491.461447
22.011881,309,2503.579868
19.373865,265,2515.921403
16.301959,203,2524.567333
18.363104,209,2533.029156
17.332816,317,2544.91409
15.394229,171,2553.980232
20.359846,185,2561.016397
15.87566,159,2566.758728
15.925652,170,2573.333556
28.875312,361,2587.266328
18.71746,229,2597.736823
18.161723,226,2607.538813
18.976853,337,2620.630968
29.388908,432,2638.94932
12.655798,211,2647.823439
17.271419,296,2659.565969
21.10512,273,2670.899066
19.976414,212,2681.25787
16.232911,177,2688.109732
18.143026,281,2699.349082
17.388227,231,2708.475367
17.088095,178,2715.747126
17.27041,183,2724.660918
15.662439,162,2731.860282
14.001594,365,2745.284261
19.426206,325,2759.9657
22.151511,334,2774.27525
21.431478,284,2785.562675
18.39654,375,2799.397955
19.298398,443,2818.926433
17.57282,453,2836.678851
16.061783,186,2846.222067
21.589239,325,2858.961219
21.174239,278,2870.601052
16.428721,217,2879.224129
19.249583,237,2890.486755
15.577472,359,2904.289423
20.751043,319,2917.21281
24.410557,307,2930.780985
16.685814,173,2938.433053
20.242893,229,2947.43791
15.278786,308,2960.028548
17.7337,514,2980.996619
19.973607,217,2990.098242
17.070677,199,2998.567229
19.252454,178,3005.430961
17.024015,150,3011.841416
15.644068,216,3021.862247
18.105618,174,3029.060056
15.832968,271,3039.415992
14.299607,207,3048.185721
19.837022,252,3059.98573
19.203925,289,3071.567538
21.766253,281,3082.763437
16.500965,136,3088.708134
14.675849,277,3101.334018
21.242669,277,3112.402662
17.482048,181,3119.877794
16.582209,168,3125.900815
16.870264,169,3133.4809
29.749498,447,3153.256387
16.879626,224,3162.65074
17.020283,184,3170.723313
12.614792,328,3183.145561
15.77418,379,3200.296098
15.657817,165,3207.743637
17.477329,174,3214.506322
15.118236,154,3221.637167
21.101216,315,3235.60609
17.719997,190,3242.992605
17.547895,229,3253.115412
17.142171,190,3261.375686
19.424391,198,3268.993552
17.255548,154,3277.612705
19.880117,284,3289.690859
16.58772,208,3298.646662
17.813462,181,3306.246511
17.625293,563,3330.965688
19.318326,332,3345.06132
16.215259,188,3353.324563
20.59199,290,3367.002441
18.32488,162,3373.876161
16.442592,249,3384.042789
